22470
171002
0	18427	1
1	21708	1
1	22208	1
1	22171	1
1	6829	1
1	16590	1
1	20135	1
1	8894	1
1	15785	1
1	10281	1
1	22265	1
1	7136	1
1	22405	1
1	10379	1
1	13737	1
1	8533	1
1	14344	1
1	2812	1
1	5755	1
1	16260	1
1	15026	1
1	17370	1
1	17460	1
1	8049	1
1	5307	1
1	4987	1
1	18304	1
1	12305	1
1	19743	1
1	20024	1
1	21729	1
1	10554	1
1	11557	1
1	5228	1
1	9934	1
2	9048	1
2	6353	1
2	2629	1
2	11537	1
2	13205	1
2	22304	1
2	17728	1
2	19337	1
2	126	    1
2	17554	1
2	8495	1
2	5857	1
3	16742	1
3	293	    1
3	5826	1
3	3479	1
3	19753	1
3	17346	1
3	10945	1
3	22338	1
3	11319	1
3	9654	1
4	13645	1
4	20876	1
4	11446	1
4	16203	1
4	2830	1
4	2004	1
4	20624	1
4	21280	1
4	1182	1
4	21538	1
4	1443	1
4	11423	1
4	187	    1
4	5730	1
4	2983	1
4	1489	1
4	6823	1
4	17695	1
4	11102	1
4	6390	1
4	17242	1
4	10018	1
4	5147	1
4	6427	1
4	14628	1
4	1882	1
4	22401	1
4	16128	1
4	12872	1
4	9263	1
4	14155	1
4	21631	1
4	6329	1
4	17507	1
4	2282	1
4	9706	1
4	4738	1
4	3676	1
4	16972	1
4	5356	1
4	8514	1
4	14332	1
4	7212	1
4	8843	1
4	1879	1
4	1377	1
4	1997	1
4	7813	1
4	3891	1
4	2732	1
4	4109	1
5	8288	1
5	9206	1
5	1840	1
5	17845	1
5	17411	1
5	21768	1
5	15735	1
5	18468	1
5	21755	1
5	16406	1
5	14111	1
5	20510	1
5	945	    1
5	20271	1
5	14862	1
5	3726	1
5	6946	1
5	12902	1
5	4808	1
5	14241	1
5	7106	1
5	18497	1
6	18893	1
6	1193	1
6	4000	1
6	12625	1
6	290 	1
6	22261	1
6	13966	1
6	3300	1
6	22403	1
6	18782	1
6	5066	1
6	17038	1
6	3816	1
6	16052	1
6	12645	1
6	15644	1
7	3305	1
7	12361	1
7	18601	1
8	13872	1
8	14205	1
8	3975	1
9	2773	1
9	14497	1
10	14	    1
10	11332	1
10	13511	1
11	20092	1
11	8106	1
11	12130	1
11	19489	1
12	4683	1
12	21430	1
12	18391	1
12	18059	1
12	6008	1
12	19356	1
13	22435	1
13	1744	1
13	395	    1
13	16399	1
13	9001	1
13	2280	1
13	6113	1
13	7235	1
13	213	    1
13	7431	1
13	501	    1
13	11971	1
13	16282	1
13	11209	1
13	1494	1
13	12762	1
13	4253	1
14	2904	1
14	18062	1
14	6037	1
14	3848	1
14	11034	1
14	5458	1
14	15323	1
14	18512	1
14	5822	1
14	1041	1
14	14392	1
14	19837	1
14	20071	1
14	10622	1
14	9946	1
14	4328	1
14	8002	1
14	4502	1
14	21323	1
14	1187	1
14	8004	1
14	11557	1
14	3695	1
14	17866	1
14	10418	1
14	13511	1
14	14666	1
14	21157	1
14	10182	1
14	2075	1
14	14164	1
14	10109	1
14	2684	1
14	11332	1
14	17325	1
14	10426	1
14	18216	1
14	16534	1
14	9745	1
14	1943	1
14	10641	1
14	20655	1
14	3128	1
14	9105	1
14	5994	1
14	7301	1
14	2327	1
14	11315	1
14	22020	1
14	8389	1
14	18858	1
14	5398	1
14	12017	1
14	16630	1
15	15507	1
15	353	1
15	18689	1
16	10134	1
17	1626	1
17	17433	1
17	2417	1
17	21059	1
18	9220	1
18	20276	1
18	11804	1
18	11323	1
18	5458	1
18	9677	1
18	11644	1
18	3259	1
18	2224	1
18	8139	1
18	14497	1
18	16615	1
18	961	1
18	8232	1
18	5943	1
18	17163	1
18	15174	1
18	11498	1
18	7966	1
18	20435	1
18	14597	1
18	2442	1
18	16071	1
18	10611	1
18	5622	1
18	1209	1
18	20938	1
18	3279	1
18	10468	1
18	15531	1
18	5046	1
18	12842	1
18	4502	1
18	16524	1
18	14547	1
18	16895	1
18	9525	1
18	17984	1
19	330	1
19	9184	1
19	16420	1
19	1773	1
19	4048	1
19	18886	1
19	10681	1
19	701	1
19	4064	1
19	15172	1
19	18374	1
19	11003	1
19	20923	1
20	364	1
7427	1901	1
7427	916	1
7427	7502	1
7427	6219	1
7427	6173	1
7427	19493	1
7427	12609	1
7427	18527	1
7427	21787	1
7427	18886	1
7427	4320	1
7427	15425	1
7427	17212	1
7427	4064	1
7427	6980	1
7427	21809	1
7427	8038	1
7427	8057	1
7427	3342	1
7427	2416	1
7427	3821	1
7427	15543	1
7427	12169	1
7427	10126	1
7427	436	1
7427	4045	1
7427	6686	1
7427	1063	1
7427	10231	1
7427	17357	1
7427	6696	1
7427	14249	1
7427	347	1
7427	9905	1
7427	9151	1
7427	5951	1
7427	13530	1
7427	1710	1
7427	15188	1
7427	4246	1
7427	9104	1
7427	9594	1
22	17818	1
22	4106	1
22	6540	1
22	14467	1
22	3964	1
22	10633	1
22	15690	1
22	21325	1
22	14179	1
22	15129	1
22	4670	1
22	4794	1
22	5215	1
22	7470	1
22	14027	1
22	19111	1
22	10959	1
22	11609	1
22	15868	1
22	10393	1
22	897	1
22	15368	1
22	7781	1
22	11816	1
22	21221	1
22	481	1
22	1189	1
22	11488	1
23	7082	1
23	6763	1
23	19678	1
23	6457	1
24	11345	1
24	6432	1
24	21035	1
24	21955	1
11196	7750	1
11196	7216	1
26	18024	1
26	6290	1
26	22177	1
26	2509	1
26	10544	1
26	18368	1
26	17848	1
26	13602	1
26	14409	1
26	16994	1
26	19957	1
26	7139	1
26	12458	1
26	17354	1
26	8734	1
26	3270	1
26	7694	1
26	8763	1
26	3798	1
26	8788	1
26	8149	1
26	18153	1
26	4948	1
26	3779	1
26	6264	1
26	18949	1
26	14768	1
26	9235	1
26	18725	1
26	7460	1
27	5890	1
27	21247	1
27	9521	1
27	21785	1
27	3586	1
27	4857	1
11197	6272	1
11197	17523	1
11197	1308	1
11197	21662	1
29	9500	1
29	3443	1
29	4754	1
29	14971	1
29	20829	1
29	11158	1
29	14840	1
29	20895	1
29	15807	1
29	17088	1
29	10972	1
29	15359	1
29	5160	1
29	4941	1
29	19643	1
30	17178	1
30	2838	1
30	17983	1
30	8584	1
30	16854	1
31	12972	1
31	13716	1
31	18727	1
31	21598	1
31	17090	1
31	13783	1
31	17350	1
31	12542	1
31	1722	1
31	5049	1
32	1703	1
32	16417	1
32	17252	1
32	19252	1
32	19222	1
32	18703	1
32	12869	1
32	10041	1
32	9839	1
32	9248	1
32	1783	1
32	4858	1
32	8531	1
32	22330	1
32	19574	1
32	7095	1
32	9986	1
32	14248	1
32	14790	1
32	8636	1
32	7347	1
32	10757	1
32	9849	1
32	5619	1
32	20280	1
32	7041	1
32	17833	1
32	6622	1
32	19700	1
32	8766	1
32	14832	1
32	120	1
32	20983	1
32	2157	1
32	13003	1
32	6083	1
32	4075	1
32	10496	1
32	1980	1
32	22467	1
32	19509	1
32	1024	1
32	14791	1
33	15191	1
33	22181	1
34	14106	1
34	14650	1
194	21683	1
194	16853	1
36	7360	1
36	21489	1
36	18754	1
36	1293	1
37	13886	1
37	3270	1
37	6290	1
37	22177	1
37	17354	1
37	10544	1
37	17363	1
37	8149	1
37	17848	1
37	18153	1
37	14409	1
37	18024	1
37	3779	1
37	19957	1
37	8788	1
37	9235	1
37	4948	1
37	7460	1
38	2124	1
38	21229	1
38	14944	1
38	1381	1
38	783	1
38	14205	1
39	11260	1
39	18037	1
39	18217	1
39	4133	1
39	11916	1
39	19387	1
39	13130	1
39	14454	1
39	4225	1
39	1176	1
39	10670	1
39	18234	1
39	19271	1
39	3864	1
39	8977	1
39	21630	1
39	16885	1
40	20152	1
40	12062	1
40	10581	1
40	10497	1
40	19197	1
41	9484	1
41	16635	1
41	14796	1
41	14772	1
41	6095	1
41	1200	1
41	19010	1
41	4882	1
41	19667	1
41	922	1
41	13584	1
41	5097	1
41	21163	1
41	10621	1
41	18515	1
41	5739	1
41	8669	1
41	12067	1
41	19458	1
41	15413	1
41	11815	1
41	19307	1
41	45	1
42	13992	1
42	18030	1
42	16727	1
42	14804	1
42	909	1
42	8050	1
43	4163	1
43	4518	1
43	10503	1
43	10997	1
43	2422	1
43	1273	1
43	13418	1
43	19101	1
43	14109	1
43	1750	1
43	188	1
43	21626	1
43	13415	1
44	3103	1
44	4751	1
44	4401	1
44	9813	1
44	2532	1
44	1126	1
44	21324	1
44	4031	1
44	21274	1
44	5589	1
44	568	1
44	21681	1
44	19964	1
44	18235	1
44	839	1
44	16105	1
44	7288	1
44	13140	1
44	19621	1
44	19127	1
44	4077	1
44	14703	1
44	1618	1
44	20168	1
44	13408	1
44	11248	1
44	12025	1
44	7919	1
44	12745	1
44	5525	1
44	6398	1
44	20516	1
44	9567	1
44	4527	1
44	2160	1
44	20037	1
44	18167	1
44	20889	1
44	9996	1
44	6706	1
44	4917	1
44	11850	1
44	11473	1
44	17591	1
44	5165	1
44	13074	1
44	8062	1
44	3074	1
44	18638	1
44	7978	1
44	3981	1
44	18539	1
44	18624	1
44	1517	1
44	21087	1
44	5010	1
44	5317	1
44	8795	1
44	7606	1
45	7887	1
45	15604	1
45	14796	1
45	19307	1
45	12067	1
45	11022	1
45	6095	1
45	5337	1
45	1713	1
45	16993	1
45	21536	1
45	14790	1
46	16127	1
46	3494	1
46	3963	1
46	2252	1
46	12130	1
46	16368	1
46	5878	1
46	15553	1
46	365	1
47	6686	1
47	1125	1
47	5207	1
47	22277	1
47	630	1
47	1503	1
47	19436	1
47	9275	1
47	12516	1
47	3409	1
47	19731	1
47	17983	1
47	16155	1
48	16879	1
48	5541	1
48	14228	1
48	6206	1
49	2599	1
49	7734	1
49	655	1
49	4809	1
49	8911	1
49	7799	1
49	9256	1
49	14076	1
49	13608	1
49	7837	1
49	6674	1
49	14868	1
49	8535	1
49	19014	1
49	7553	1
49	1274	1
49	17284	1
49	10512	1
49	13853	1
49	12285	1
49	280	1
49	21955	1
49	19626	1
49	10210	1
49	20216	1
49	7735	1
49	701	1
49	17983	1
49	5362	1
49	5500	1
49	21105	1
50	197	1
50	8606	1
50	14031	1
50	12993	1
50	9379	1
50	19388	1
50	5280	1
50	13576	1
50	20153	1
50	3530	1
50	17694	1
50	15969	1
50	19743	1
50	7320	1
50	21729	1
50	10707	1
50	9240	1
50	14213	1
50	6441	1
50	3695	1
52	13463	1
52	12715	1
52	11878	1
52	6333	1
52	14080	1
52	5972	1
52	12546	1
52	10857	1
52	17291	1
52	10100	1
52	7206	1
53	21072	1
54	13755	1
54	14402	1
54	12462	1
54	19426	1
54	14260	1
54	9248	1
55	12472	1
55	10980	1
55	9578	1
55	15384	1
55	15839	1
55	21270	1
55	2316	1
55	2348	1
55	14350	1
55	8348	1
55	22352	1
55	22149	1
55	15121	1
55	21544	1
55	10626	1
55	21937	1
55	19001	1
56	16887	1
56	9872	1
56	496	1
56	9642	1
56	4779	1
56	13197	1
56	18853	1
56	6096	1
56	5057	1
56	20024	1
56	1339	1
56	3935	1
56	20781	1
56	1635	1
56	18970	1
56	723	1
56	4305	1
56	7951	1
56	20538	1
56	3695	1
57	10895	1
57	21662	1
57	2117	1
57	4656	1
57	10816	1
57	18442	1
57	6023	1
57	20543	1
57	12204	1
57	5561	1
57	6213	1
57	15940	1
57	5400	1
57	9882	1
57	16561	1
15071	3935	1
59	5353	1
59	13048	1
59	18152	1
60	21713	1
60	18893	1
60	1193	1
60	11140	1
60	290	1
60	17860	1
60	3300	1
60	11611	1
60	4425	1
60	6886	1
60	22403	1
60	18782	1
60	5777	1
60	5066	1
60	16052	1
60	15644	1
61	22276	1
61	12379	1
61	21732	1
61	12684	1
61	8357	1
61	7200	1
61	11028	1
61	18377	1
61	16332	1
61	7316	1
61	5126	1
61	17731	1
61	5492	1
61	17491	1
61	1922	1
61	11728	1
61	11888	1
61	5603	1
61	15088	1
61	21896	1
61	14790	1
61	3076	1
61	4909	1
61	16700	1
61	8050	1
61	15904	1
61	18569	1
61	5074	1
61	6488	1
61	12572	1
61	13627	1
61	6130	1
61	13117	1
61	16797	1
61	4739	1
61	1769	1
61	12410	1
61	3273	1
61	5523	1
61	8455	1
61	12627	1
61	10518	1
61	20103	1
61	18502	1
61	1521	1
61	9364	1
61	13462	1
61	12846	1
61	15433	1
61	20795	1
61	21751	1
61	2857	1
61	20105	1
61	3148	1
61	18693	1
61	1544	1
61	9559	1
61	17289	1
61	348	1
61	21951	1
61	8671	1
61	9921	1
61	22236	1
61	9880	1
61	16482	1
61	3213	1
61	18881	1
61	19157	1
61	21594	1
61	13238	1
61	4079	1
61	16400	1
61	8501	1
61	11788	1
61	11001	1
61	4601	1
61	12556	1
61	11809	1
61	8968	1
61	13339	1
61	4604	1
61	5220	1
61	1728	1
61	11667	1
61	3930	1
61	8698	1
61	3215	1
61	9417	1
61	15751	1
61	19367	1
61	7839	1
61	785	1
61	21781	1
61	2252	1
62	21172	1
62	3026	1
63	6511	1
63	21097	1
8677	20924	1
8677	21713	1
8677	9759	1
8677	18289	1
8677	4190	1
8677	21055	1
8677	20257	1
8677	6041	1
8677	9850	1
8677	12831	1
8677	7108	1
8677	6720	1
8677	22230	1
8677	326	1
8677	20879	1
8677	8837	1
8677	21917	1
8677	3094	1
8677	15749	1
8677	10439	1
8677	16291	1
8677	22052	1
8677	17247	1
8677	20029	1
8677	19654	1
8677	22166	1
65	19598	1
65	872	1
65	789	1
65	11230	1
65	8245	1
65	3047	1
65	16993	1
65	13244	1
65	701	1
65	17566	1
65	17392	1
65	9940	1
66	9858	1
66	21572	1
66	15718	1
66	8458	1
66	1679	1
66	2216	1
66	4846	1
66	9382	1
66	3987	1
66	12677	1
67	18992	1
67	16676	1
67	14628	1
67	791	1
67	18919	1
67	10932	1
68	366	1
68	20113	1
68	10922	1
68	16502	1
68	19635	1
69	526	1
69	20012	1
69	4186	1
69	12031	1
69	13610	1
69	19031	1
69	959	1
69	21687	1
70	14551	1
70	16034	1
70	20582	1
70	18911	1
70	21366	1
70	3663	1
70	19504	1
70	7029	1
70	4693	1
70	20076	1
70	12830	1
70	9282	1
70	9710	1
70	7595	1
70	20923	1
70	18475	1
70	10152	1
70	19854	1
70	924	1
71	4677	1
72	15319	1
72	1901	1
72	17641	1
72	21229	1
72	14205	1
72	10372	1
72	1381	1
72	6728	1
72	13015	1
72	10701	1
72	19743	1
72	9275	1
72	21729	1
72	16552	1
72	783	1
72	10379	1
72	18016	1
72	11460	1
72	11817	1
72	7460	1
73	239	1
73	580	1
73	9578	1
73	20617	1
73	1621	1
73	10904	1
73	19203	1
73	6050	1
74	20744	1
74	6337	1
74	2359	1
74	16299	1
74	12007	1
74	10436	1
74	12437	1
74	18827	1
74	19474	1
74	18440	1
74	16721	1
74	17307	1
74	17922	1
74	6348	1
74	15213	1
74	9039	1
74	6844	1
74	15502	1
74	6920	1
74	4630	1
74	8452	1
74	3731	1
74	3487	1
74	1327	1
74	8523	1
75	14497	1
75	14659	1
75	19027	1
75	8014	1
75	2442	1
75	16895	1
75	11244	1
14854	17877	1
14854	2725	1
14854	2648	1
14854	4903	1
77	9603	1
77	16960	1
77	8482	1
77	9197	1
77	22229	1
77	20555	1
77	6552	1
77	21512	1
77	8874	1
77	20888	1
77	10241	1
77	13294	1
77	14650	1
77	9176	1
77	21120	1
77	12151	1
77	12911	1
77	3469	1
77	10783	1
77	1597	1
77	2474	1
77	2270	1
77	16618	1
77	19000	1
77	8972	1
77	15684	1
77	7768	1
77	12633	1
77	21211	1
78	16809	1
79	11173	1
79	12514	1
79	19026	1
79	410	1
79	13675	1
79	10974	1
79	7228	1
79	20335	1
80	17170	1
80	11904	1
80	8426	1
80	16636	1
80	17500	1
80	12568	1
81	6766	1
81	13464	1
81	13157	1
81	17253	1
81	13600	1
81	6588	1
81	17300	1
81	486	1
81	4235	1
81	16303	1
81	5188	1
81	8483	1
81	5778	1
81	19574	1
81	13400	1
81	8852	1
81	3199	1
81	12190	1
81	20927	1
81	7967	1
81	16761	1
81	21344	1
81	3204	1
81	14577	1
81	2232	1
81	10444	1
81	5029	1
81	7499	1
81	626	1
81	17536	1
81	21178	1
81	15394	1
81	5823	1
81	11643	1
81	22245	1
81	18075	1
81	7295	1
81	5713	1
81	13582	1
81	3781	1
81	17897	1
81	14809	1
81	6335	1
81	12672	1
81	12095	1
81	13550	1
81	14998	1
82	7422	1
82	1142	1
82	3559	1
82	18002	1
82	17914	1
83	16490	1
83	18859	1
83	10642	1
83	3553	1
83	5937	1
83	21048	1
83	7068	1
83	5617	1
83	16688	1
83	15090	1
85	17912	1
85	19729	1
85	13899	1
85	19081	1
85	9982	1
85	21327	1
85	1586	1
85	4093	1
86	15845	1
86	17269	1
86	16026	1
86	7184	1
86	12809	1
86	1129	1
86	6575	1
87	2409	1
87	13525	1
88	7550	1
88	11657	1
88	16988	1
88	10308	1
88	18015	1
88	5587	1
88	22171	1
88	13958	1
88	13264	1
88	19743	1
88	8243	1
88	19476	1
88	840	1
88	18971	1
88	14181	1
88	19870	1
88	14272	1
88	17460	1
88	7535	1
88	12500	1
88	1047	1
88	14115	1
88	21729	1
88	16648	1
88	679	1
88	20653	1
88	8482	1
88	10066	1
88	7961	1
88	19795	1
88	15785	1
88	11003	1
88	16968	1
88	10379	1
88	16520	1
88	8519	1
88	19992	1
88	16186	1
88	1271	1
88	17370	1
88	8049	1
88	14166	1
88	5307	1
88	22208	1
88	16977	1
88	20827	1
88	12175	1
88	7467	1
88	21088	1
89	6455	1
89	11531	1
89	17441	1
89	4769	1
89	543	1
90	11341	1
90	14154	1
90	20433	1
90	11230	1
90	3735	1
90	6057	1
90	5919	1
90	15110	1
90	6171	1
90	19347	1
90	11203	1
90	5716	1
90	19941	1
90	11260	1
90	15236	1
90	11007	1
90	6347	1
90	19135	1
90	9113	1
90	4453	1
90	9319	1
90	8025	1
90	16560	1
90	4499	1
90	8883	1
90	17988	1
90	18906	1
90	20909	1
90	1123	1
90	16895	1
91	12670	1
91	5557	1
91	5410	1
91	16270	1
91	1660	1
91	20466	1
91	13723	1
91	14701	1
91	17343	1
91	16622	1
92	1225	1
92	7797	1
92	10155	1
92	18396	1
92	15986	1
92	7487	1
7437	9978	1
7437	3420	1
7437	12650	1
7437	14653	1
7437	12240	1
7437	10264	1
7437	12845	1
7437	18698	1
7437	19491	1
93	6709	1
93	5227	1
94	767	1
94	1901	1
94	8606	1
94	14181	1
94	21573	1
94	12896	1
94	22171	1
94	6409	1
94	1372	1
94	1047	1
94	19743	1
94	4499	1
94	5212	1
94	21729	1
94	21985	1
94	6916	1
94	18825	1
94	16032	1
94	17391	1
94	21588	1
95	1357	1
95	4232	1
95	4755	1
95	4188	1
95	13173	1
95	7196	1
95	9330	1
95	6566	1
95	1181	1
95	13049	1
95	20706	1
95	9869	1
95	17804	1
95	16514	1
95	3290	1
95	10760	1
95	17620	1
95	22042	1
95	8169	1
95	18976	1
95	10953	1
95	19881	1
95	6781	1
95	20027	1
95	6556	1
95	12513	1
95	4084	1
95	1401	1
95	6395	1
95	9566	1
95	16322	1
95	4423	1
95	20636	1
95	20478	1
95	16835	1
95	20521	1
95	19602	1
95	3253	1
95	8239	1
95	11480	1
95	10579	1
95	22317	1
95	17635	1
95	11560	1
95	2922	1
95	8607	1
95	9045	1
95	1689	1
96	18418	1
96	14325	1
96	20388	1
96	13435	1
96	8500	1
96	2539	1
97	7076	1
97	13261	1
97	18356	1
97	16975	1
98	18123	1
98	1282	1
98	15567	1
98	1283	1
98	17667	1
98	6091	1
98	17229	1
98	18187	1
98	16155	1
98	16290	1
98	3154	1
98	10779	1
98	729	1
98	9284	1
98	6536	1
98	21226	1
98	17128	1
98	20592	1
98	2455	1
98	10657	1
